domain,equipment_type,variant,value,name,english,source
attribute_value,8,low,15,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,16,280,280,mh4edit-mit-save-id-en-fallback
attribute_value,8,low,17,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,18,310,310,mh4edit-mit-save-id-en-fallback
attribute_value,8,low,19,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,20,330,330,mh4edit-mit-save-id-en-fallback
attribute_value,8,low,21,(340),(340),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,22,350,350,mh4edit-mit-save-id-en-fallback
attribute_value,8,low,23,(360),(360),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,24,370,370,mh4edit-mit-save-id-en-fallback
attribute_value,8,low,25,(400),(400),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,28,(21310),(21310),mh4edit-mit-save-id-en-fallback
attribute_value,8,low,133,1000,1000,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,9,medium,105,800,800,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,10,medium,105,800,800,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,13,medium,105,800,800,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,14,medium,105,800,800,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,15,medium,105,800,800,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,0,90,90,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,1,(110),(110),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,2,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,3,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,4,140,140,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,5,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,6,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,7,(180),(180),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,8,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,9,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,10,210,210,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,11,(230),(230),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,12,240,240,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,13,(240),(240),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,14,250,250,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,15,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,16,280,280,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,17,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,18,310,310,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,19,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,20,330,330,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,21,(340),(340),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,22,350,350,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,23,(360),(360),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,24,370,370,mh4edit-mit-save-id-en-fallback
attribute_value,16,low,25,(400),(400),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,28,(21310),(21310),mh4edit-mit-save-id-en-fallback
attribute_value,16,low,133,1000,1000,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,0,90,90,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,1,(110),(110),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,2,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,3,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,4,140,140,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,5,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,6,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,7,(180),(180),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,8,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,9,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,10,210,210,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,11,(230),(230),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,12,240,240,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,13,(240),(240),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,14,250,250,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,15,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,16,280,280,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,17,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,18,310,310,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,19,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,20,330,330,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,21,(340),(340),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,22,350,350,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,23,(360),(360),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,24,370,370,mh4edit-mit-save-id-en-fallback
attribute_value,17,low,25,(400),(400),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,28,(21310),(21310),mh4edit-mit-save-id-en-fallback
attribute_value,17,low,133,1000,1000,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,0,180,180,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,1,(220),(220),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,2,250,250,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,3,(300),(300),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,4,280,280,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,5,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,6,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,7,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,8,390,390,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,9,(400),(400),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,10,430,430,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,11,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,12,480,480,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,13,(490),(490),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,14,510,510,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,15,(550),(550),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,16,570,570,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,17,(630),(630),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,18,630,630,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,19,(660),(660),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,20,670,670,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,21,(690),(690),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,22,700,700,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,23,(720),(720),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,24,750,750,mh4edit-mit-save-id-en-fallback
attribute_value,18,high,25,(810),(810),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,28,(42630),(42630),mh4edit-mit-save-id-en-fallback
attribute_value,18,high,88,970,970,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,0,90,90,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,1,(110),(110),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,2,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,3,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,4,140,140,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,5,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,6,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,7,(180),(180),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,8,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,9,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,10,210,210,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,11,(230),(230),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,12,240,240,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,13,(240),(240),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,14,250,250,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,15,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,16,280,280,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,17,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,18,310,310,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,19,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,20,330,330,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,21,(340),(340),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,22,350,350,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,23,(360),(360),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,24,370,370,mh4edit-mit-save-id-en-fallback
attribute_value,19,low,25,(400),(400),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,28,(21310),(21310),mh4edit-mit-save-id-en-fallback
attribute_value,19,low,133,1000,1000,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,0,120,120,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,1,(150),(150),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,2,170,170,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,3,(200),(200),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,4,190,190,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,5,(210),(210),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,6,230,230,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,7,(250),(250),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,8,260,260,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,9,(270),(270),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,10,290,290,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,11,(310),(310),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,12,320,320,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,13,(330),(330),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,14,340,340,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,15,(370),(370),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,16,380,380,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,17,(420),(420),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,18,420,420,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,19,(440),(440),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,20,450,450,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,21,(460),(460),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,22,470,470,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,23,(480),(480),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,24,500,500,mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,25,(540),(540),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,28,(28420),(28420),mh4edit-mit-save-id-en-fallback
attribute_value,20,medium,105,800,800,mh4edit-mit-save-id-en-fallback
honing,7,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,7,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,7,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,7,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,8,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,8,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,8,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,8,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,9,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,9,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,9,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,9,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,10,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,10,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,10,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,10,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,11,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,11,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,11,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,11,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,12,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,12,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,12,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,12,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,13,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,13,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,13,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,13,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,14,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,14,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,14,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,14,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,15,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,15,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,15,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,15,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,16,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,16,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,16,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,16,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,17,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,17,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,17,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,17,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,18,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,18,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,18,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,18,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,19,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,19,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,19,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,19,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
honing,20,weapon,0,None,None,mh4edit-mit-save-id-en-fallback
honing,20,weapon,64,Attack,Attack,mh4edit-mit-save-id-en-fallback
honing,20,weapon,128,Defense,Defense,mh4edit-mit-save-id-en-fallback
honing,20,weapon,192,Life,Life,mh4edit-mit-save-id-en-fallback
kinsect,19,damage_type,1,切断,Cutting,mh4g-dex-build7
kinsect,19,damage_type,2,打击,Blunt,mh4g-dex-build7
kinsect,19,level,0,0,0,mh4edit-mit-save-id-en-fallback
kinsect,19,level,1,1,1,mh4edit-mit-save-id-en-fallback
kinsect,19,level,2,2,2,mh4edit-mit-save-id-en-fallback
kinsect,19,level,3,3,3,mh4edit-mit-save-id-en-fallback
kinsect,19,level,4,4,4,mh4edit-mit-save-id-en-fallback
kinsect,19,level,5,5,5,mh4edit-mit-save-id-en-fallback
kinsect,19,level,6,6,6,mh4edit-mit-save-id-en-fallback
kinsect,19,level,7,7,7,mh4edit-mit-save-id-en-fallback
kinsect,19,level,8,8,8,mh4edit-mit-save-id-en-fallback
kinsect,19,level,9,9,9,mh4edit-mit-save-id-en-fallback
kinsect,19,level,10,10,10,mh4edit-mit-save-id-en-fallback
kinsect,19,level,11,11,11,mh4edit-mit-save-id-en-fallback
kinsect,19,type,0,Culldrone           Cutting  none,Culldrone           Cutting  none,mh4edit-mit-save-id-en-fallback
kinsect,19,type,1,Reavedrone          Cutting  All Stats S,Reavedrone          Cutting  All Stats S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,2,Alucanid            Cutting  Attack S,Alucanid            Cutting  Attack S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,3,Monarch Alucanid    Cutting  Attack L,Monarch Alucanid    Cutting  Attack L,mh4edit-mit-save-id-en-fallback
kinsect,19,type,4,Empresswing         Cutting  Attack M          Extract Eff. S,Empresswing         Cutting  Attack M          Extract Eff. S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,5,Rigiprayne          Cutting  Stamina S,Rigiprayne          Cutting  Stamina S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,6,Cancadaman          Cutting  Stamina L,Cancadaman          Cutting  Stamina L,mh4edit-mit-save-id-en-fallback
kinsect,19,type,7,Fiddlebrix          Cutting  Stamina M         Extract Eff. S,Fiddlebrix          Cutting  Stamina M         Extract Eff. S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,8,Windchopper         Cutting  Speed S,Windchopper         Cutting  Speed S,mh4edit-mit-save-id-en-fallback
kinsect,19,type,9,Grancathar          Cutting  Speed L,Grancathar          Cutting  Speed L,mh4edit-mit-save-id-en-fallback
